,tconst,averageRating,numVotes
1002373,tt4179452,8.5,143792
65001,tt0090728,7.2,143680
56453,tt0080761,6.4,143679
74250,tt0101507,7.8,143364
849399,tt2203939,6.0,143272
215521,tt0387131,7.4,143260
600975,tt13143964,6.6,143183
242624,tt0451079,6.8,143147
843358,tt2180411,5.9,143090
475747,tt1058017,6.3,143085
26493,tt0046183,7.3,142977
1148876,tt6741278,8.7,142972
1266614,tt9639470,7.0,142892
979521,tt3794354,6.5,142692
796390,tt1939659,5.8,142437
1051291,tt5057054,8.0,142192
209247,tt0373074,7.7,142185
48224,tt0071230,7.7,142116
188600,tt0322330,6.3,141981
250537,tt0472033,7.0,141955
67664,tt0093822,7.3,141768
663099,tt14500888,7.9,141756
55391,tt0079522,7.8,141753
90077,tt0120783,6.6,141636
149457,tt0242423,5.5,141591
636977,tt1390411,6.9,141482
62863,tt0088258,7.9,141401
619546,tt1351685,6.3,141141
73662,tt0100814,7.1,141103
228554,tt0417148,5.5,140892
1233932,tt8740790,7.4,140669
26547,tt0046250,8.0,140536
166039,tt0277296,5.5,140521
969478,tt3647998,8.3,140487
735457,tt1648190,5.6,140469
65540,tt0091369,7.3,140421
705250,tt1549920,6.3,140397
90078,tt0120784,7.1,140298
151146,tt0245844,7.7,140240
1203768,tt7959026,7.0,140226
189991,tt0325703,5.5,140220
792194,tt1915581,6.1,140193
73405,tt0100507,5.3,140178
427871,tt0934814,8.2,140129
509694,tt11214590,6.6,139874
88444,tt0118842,7.2,139755
1049414,tt5022702,6.6,139484
897097,tt2561572,6.0,139469
825016,tt2096672,5.6,139433
613914,tt13406094,7.9,139361
55043,tt0079116,7.6,139317
761092,tt1758429,8.5,139232
63952,tt0089530,6.2,139175
956951,tt3469046,6.2,139081
392501,tt0815236,6.4,139066
15668,tt0032976,8.1,139012
154694,tt0253556,6.2,138817
887911,tt2446980,6.6,138804
673878,tt1474684,8.4,138795
28253,tt0048280,7.3,138747
254642,tt0481536,6.5,138724
1221218,tt8398600,8.4,138694
112528,tt0164912,6.0,138692
431503,tt0947810,6.8,138680
813568,tt2034800,5.9,138544
935651,tt3152624,6.2,138448
183647,tt0312004,7.5,138447
515119,tt1131734,5.4,138440
65400,tt0091203,7.1,138414
196376,tt0343135,6.0,138380
1178795,tt7395114,7.1,138372
76215,tt0103855,6.3,138302
902641,tt2632424,8.3,138187
78759,tt0106918,6.8,138066
174213,tt0292506,6.6,138061
173269,tt0290673,7.3,138015
1056580,tt5140878,6.5,137820
964078,tt3567288,6.2,137640
83429,tt0112642,6.1,137614
463839,tt10366460,8.0,137609
1075264,tt5462602,7.5,137533
392913,tt0816442,7.5,137424
35909,tt0057076,7.4,137346
946827,tt3316960,7.5,137343
231612,tt0424345,7.3,137224
251681,tt0475290,6.3,137096
862930,tt2283336,5.6,137048
73107,tt0100150,7.7,136938
71965,tt0098800,7.9,136929
70790,tt0097441,7.8,136927
152484,tt0248654,8.7,136860
152813,tt0249462,7.7,136827
153625,tt0251160,7.1,136699
33472,tt0054331,7.9,136668
916998,tt2854926,6.5,136541
462572,tt1034032,5.7,136355
155916,tt0256380,6.0,136324
55751,tt0079944,8.1,136274
384087,tt0790736,5.6,136274
481725,tt10698680,8.3,136145
793303,tt1924435,6.4,135894
104374,tt0149261,5.9,135788
981922,tt3829266,5.3,135767
1073426,tt5433138,5.2,135716
700045,tt1538403,5.8,135645
994140,tt4052882,6.3,135628
812222,tt2024432,5.7,135476
24765,tt0044079,7.9,135459
536329,tt1174732,7.3,135377
97115,tt0134273,6.5,135349
1094575,tt5776858,7.4,135339
90087,tt0120794,7.2,135302
489849,tt1086772,6.5,135174
420448,tt0905372,6.2,135165
212159,tt0379725,7.3,135104
1274289,tt9893250,6.3,134938
725154,tt1615147,7.1,134922
157364,tt0259446,6.6,134683
214500,tt0384793,6.4,134581
16166,tt0033563,7.2,134424
243169,tt0452594,5.8,134326
474299,tt1055292,6.5,134088
1103874,tt5924366,7.6,133956
255123,tt0482606,6.1,133905
551559,tt1205537,6.2,133885
564873,tt1234548,6.2,133861
1204847,tt7984766,7.3,133731
513221,tt11280740,8.7,133711
551300,tt1204975,6.6,133696
535206,tt1172570,7.0,133662
70345,tt0096928,6.9,133648
69496,tt0095956,5.8,133625
136443,tt0212671,8.1,133607
842836,tt2177771,6.1,133537
164563,tt0274558,7.5,133519
137128,tt0214341,8.8,133508
718649,tt1588170,7.8,133488
898773,tt2582496,7.7,133483
730675,tt1634122,6.3,133421
622638,tt1358522,8.3,133374
69760,tt0096256,7.2,133207
112130,tt0164052,5.8,133178
947165,tt3322314,7.3,133059
947163,tt3322310,6.4,132972
1212372,tt8178634,7.9,132968
766882,tt1790886,6.1,132955
190040,tt0325805,7.3,132953
726044,tt1618434,6.0,132927
961786,tt3531824,6.5,132866
23206,tt0042192,8.2,132835
1032180,tt4698684,7.8,132812
93070,tt0125664,7.4,132739
880594,tt2386490,7.4,132711
233039,tt0427327,6.7,132687
1037533,tt4786282,6.3,132577
239682,tt0443649,5.1,132552
1109927,tt6027908,7.9,132519
883728,tt2402927,7.2,132508
223318,tt0404032,6.7,132451
78476,tt0106582,6.5,132447
47583,tt0070511,8.0,132395
159493,tt0263488,6.2,132296
976124,tt3743822,6.8,132120
242270,tt0450232,6.6,131888
881065,tt2388715,6.5,131844
662443,tt1448755,6.4,131832
1209836,tt8110330,8.4,131772
679377,tt1488606,6.4,131739
1071403,tt5363618,7.7,131625
84569,tt0114069,6.6,131612
376218,tt0765010,7.1,131590
402219,tt0842926,7.0,131584
205825,tt0365737,6.9,131514
72877,tt0099864,6.8,131471
917540,tt2866360,7.2,131470
725121,tt1615065,6.4,131443
41324,tt0063350,7.8,131431
1009528,tt4302938,7.7,131303
424076,tt0918927,7.5,131258
90083,tt0120789,7.5,131178
159870,tt0264235,8.8,131088
866514,tt2305051,7.1,130976
893100,tt2510894,6.6,130919
226062,tt0410975,7.6,130800
604060,tt13207736,7.9,130782
153577,tt0251075,6.1,130755
147979,tt0238784,8.2,130670
235522,tt0433362,6.4,130657
852761,tt2222042,6.9,130657
441940,tt0988824,8.7,130508
203935,tt0361596,7.5,130310
167259,tt0279600,7.5,130255
958623,tt3488710,7.3,130247
87295,tt0117438,6.7,130221
67100,tt0093177,6.9,130214
984523,tt3874544,6.3,130090
1054581,tt5108870,5.2,130061
47671,tt0070608,7.5,130042
725583,tt1616195,6.5,129936
222513,tt0402022,5.4,129848
216267,tt0388629,8.9,129814
786659,tt1878870,7.3,129802
156320,tt0257360,7.2,129788
142866,tt0227445,6.8,129748
220438,tt0397306,7.4,129737
465147,tt1038919,5.5,129592
1255943,tt9288030,8.1,129578
122856,tt0184894,6.6,129543
593183,tt1298649,5.7,129358
1260395,tt9421570,6.3,129315
180485,tt0305357,4.9,129275
109725,tt0159206,7.3,129194
62583,tt0087928,6.7,129155
231489,tt0424095,6.6,129096
411201,tt0870984,6.5,129004
79619,tt0107977,6.7,128903
1129559,tt6343314,7.1,128809
110728,tt0161081,6.6,128800
712181,tt1571234,6.1,128790
1262600,tt9495224,7.1,128600
744770,tt1692486,7.1,128460
69818,tt0096320,6.1,128319
243547,tt0453451,6.4,128209
994888,tt4062536,7.0,128205
77130,tt0104952,7.6,128201
1029349,tt4651520,6.2,128085
3222,tt0012349,8.3,128082
66925,tt0092965,7.7,127890
373692,tt0758730,4.6,127884
1040368,tt4846232,7.3,127703
83254,tt0112431,6.9,127627
241774,tt0449010,5.1,127529
30755,tt0051201,8.4,127502
1111417,tt6048596,7.9,127487
64261,tt0089881,8.2,127436
902507,tt2631186,8.0,127414
1222060,tt8420184,9.1,127350
254249,tt0480687,5.9,127348
918357,tt2884206,7.3,127328
248818,tt0467197,5.3,127304
715337,tt15791034,7.0,127282
515760,tt1132626,5.8,127082
220277,tt0397065,5.4,127048
84216,tt0113627,7.5,127042
87532,tt0117731,7.6,127006
234653,tt0431197,7.0,126992
783381,tt1862079,6.9,126972
1182692,tt7493974,8.1,126946
88253,tt0118617,7.1,126766
452917,tt1016150,7.8,126689
89981,tt0120657,6.6,126588
22203,tt0040897,8.2,126515
609549,tt13320622,6.1,126478
1237820,tt8847712,7.1,126298
194851,tt0338564,8.0,126294
911519,tt2763304,7.2,126228
96892,tt0133751,6.5,126209
783125,tt1860213,5.9,126127
1221440,tt8404614,7.6,126080
795890,tt1937390,6.9,126065
161812,tt0268695,6.0,126054
244430,tt0455824,6.6,126046
1209316,tt8097030,7.0,126010
1101554,tt5886046,6.4,125900
699292,tt1536537,6.8,125803
906946,tt2692250,6.2,125758
260252,tt0496424,8.3,125734
47721,tt0070666,7.7,125541
160412,tt0265459,6.8,125387
992059,tt4016454,6.2,125222
859984,tt2265171,7.9,125145
44603,tt0067116,7.7,125144
230440,tt0421239,6.5,125077
952983,tt3410834,5.7,125036
1017117,tt4438848,5.7,125030
209241,tt0373051,5.8,124993
69922,tt0096446,7.2,124993
174676,tt0293508,7.2,124956
229219,tt0418689,7.1,124909
1093525,tt5758778,5.8,124778
1058335,tt5171438,7.0,124691
1205865,tt8009428,7.3,124647
621283,tt1355630,6.7,124642
961329,tt3526078,8.5,124642
184864,tt0314353,6.6,124639
993095,tt4034354,6.9,124560
34606,tt0055630,8.2,124534
151012,tt0245574,7.7,124520
214981,tt0385880,6.6,124506
84318,tt0113749,7.0,124499
791611,tt1911644,6.7,124470
790544,tt1904996,6.2,124469
865819,tt2301455,9.9,124466
209621,tt0373883,6.0,124369
495198,tt10954652,5.8,124280
249136,tt0468492,7.1,124212
902277,tt2628232,8.2,124137
745340,tt1695360,8.4,124116
138016,tt0216216,5.9,124042
182729,tt0309987,7.1,124040
82180,tt0111070,6.5,124010
1166951,tt7137906,8.9,123979
694118,tt1524137,6.4,123941
989385,tt3967856,7.3,123939
74163,tt0101410,7.6,123847
253978,tt0480025,7.7,123821
194401,tt0337741,6.7,123707
59933,tt0084827,6.7,123587
59846,tt0084726,7.7,123573
444983,tt1000774,5.7,123476
204179,tt0362120,5.1,123469
562464,tt1228987,7.1,123392
175839,tt0295700,6.1,123247
144115,tt0230011,6.9,123163
205911,tt0365907,6.5,123154
244233,tt0455407,6.5,123139
66470,tt0092455,8.7,123119
54042,tt0077975,7.4,123101
90154,tt0120890,6.6,123042
125728,tt0190138,6.7,123018
882341,tt2395695,9.3,123008
460086,tt10295212,8.4,122928
201257,tt0355295,5.9,122884
53545,tt0077402,7.8,122817
696050,tt1528854,6.1,122602
89964,tt0120632,6.7,122592
51479,tt0075005,7.5,122505
66631,tt0092644,6.5,122493
867627,tt2312718,6.5,122492
1163210,tt7049682,8.2,122491
111314,tt0162346,7.3,122423
136746,tt0213338,8.9,122421
76398,tt0104070,6.6,122273
70122,tt0096657,8.6,122265
892431,tt2503944,6.6,122251
944992,tt3289956,6.8,122132
172901,tt0289992,7.5,122055
775918,tt1830617,7.9,122014
679731,tt1489887,7.1,121905
96670,tt0133240,7.2,121893
517087,tt1135503,7.0,121856
565105,tt1235099,8.0,121753
103213,tt0146838,6.9,121661
191238,tt0329101,5.7,121560
793290,tt1924396,7.8,121378
1092514,tt5742374,6.7,121341
60901,tt0085959,7.5,121293
482648,tt1071875,4.3,121293
70715,tt0097351,7.5,121251
393201,tt0817230,5.7,121183
778010,tt1837642,7.8,121104
394988,tt0822847,5.7,121101
39178,tt0060827,8.1,121095
480226,tt1067106,6.8,121076
190710,tt0327554,3.4,121037
235558,tt0433400,6.2,120986
247221,tt0462590,6.5,120957
236433,tt0435651,6.4,120945
1161688,tt7016936,8.1,120914
38297,tt0059800,6.9,120595
512615,tt11271038,7.2,120518
56203,tt0080487,7.2,120429
184550,tt0313737,6.1,120421
141611,tt0223897,7.2,120410
502834,tt1109624,7.3,120407
549375,tt1201167,6.3,120337
728711,tt1628033,8.7,120275
88843,tt0119303,4.5,120118
781625,tt1854564,5.7,120102
256788,tt0486946,5.8,120096
1193973,tt7737786,6.4,119990
84119,tt0113492,5.6,119942
475365,tt10574558,7.7,119918
32469,tt0053198,8.1,119915
250561,tt0472062,7.0,119890
142902,tt0227538,5.6,119854
223922,tt0405508,8.1,119787
84397,tt0113855,5.8,119670
35656,tt0056801,8.0,119634
772806,tt1821549,7.7,119464
896779,tt2557478,5.6,119459
121714,tt0182789,6.9,119354
1019787,tt4481414,7.6,119330
883988,tt2404233,5.4,119251
88923,tt0119395,6.4,119082
87117,tt0117218,5.7,119079
542652,tt1187064,6.9,119004
1163972,tt7069210,6.3,118990
131951,tt0203019,7.2,118985
51037,tt0074486,7.3,118933
234271,tt0430357,6.0,118857
112203,tt0164184,6.4,118826
511195,tt11245972,6.3,118765
552083,tt1206543,6.7,118673
727114,tt1622979,5.9,118649
453329,tt10168312,7.4,118610
62752,tt0088128,7.0,118607
538704,tt1179034,6.4,118498
669706,tt14650074,8.9,118411
884011,tt2404311,6.3,118306
153383,tt0250687,6.4,118294
84831,tt0114388,7.7,118227
803302,tt1979388,6.7,118223
456775,tt1023114,7.3,118133
575132,tt1258197,6.8,118063
98698,tt0137494,6.3,118021
719248,tt1590193,6.3,117968
454591,tt10189514,8.7,117952
50716,tt0074119,7.9,117882
421083,tt0907657,7.8,117794
1132417,tt6394270,6.8,117578
785013,tt1870479,8.6,117568
480413,tt1067583,6.9,117543
220304,tt0397101,6.5,117298
1266049,tt9620288,7.5,117221
1087132,tt5649144,7.6,117207
385686,tt0795368,7.3,117201
1057925,tt5164432,7.5,117188
1215074,tt8244784,6.5,116968
14594,tt0031679,8.1,116965
1254759,tt9253284,8.4,116841
725165,tt1615160,7.0,116800
130766,tt0200550,5.7,116742
644603,tt1408253,6.1,116542
607406,tt1327773,7.2,116518
676806,tt1482459,6.4,116511
161453,tt0267913,5.2,116431
83825,tt0113118,7.2,116283
1095401,tt5788792,8.7,116242
1020924,tt4501244,6.2,116137
691145,tt1517260,5.8,116120
155931,tt0256415,6.2,116019
94957,tt0129290,6.8,115975
186195,tt0317198,6.0,115949
597529,tt1307068,6.7,115773
114857,tt0169102,8.1,115741
75090,tt0102510,6.9,115690
34594,tt0055614,7.6,115676
148883,tt0240890,6.8,115582
857530,tt2249364,8.4,115558
230335,tt0421073,6.8,115554
704065,tt1547234,6.5,115391
83515,tt0112740,7.3,115328
457940,tt1025100,5.7,115244
793298,tt1924429,6.9,115098
539773,tt11813216,7.8,115094
229640,tt0419706,5.2,115070
206250,tt0366627,7.1,115067
173436,tt0290978,8.5,115030
258109,tt0490215,7.1,114954
39682,tt0061418,7.7,114873
575626,tt1259528,7.0,114811
248819,tt0467200,6.7,114766
198725,tt0348836,5.8,114702
437562,tt0970866,5.5,114605
694431,tt1524930,6.1,114595
209935,tt0374463,8.3,114590
77251,tt0105112,6.8,114464
564348,tt1233227,6.0,114428
601055,tt13146488,8.3,114408
722257,tt1602613,5.7,114077
731900,tt1637727,8.3,114052
799340,tt1956620,5.1,114029
48344,tt0071360,7.8,113992
601820,tt1315981,7.5,113901
171575,tt0287467,7.9,113835
191166,tt0328880,6.8,113780
230980,tt0422720,6.5,113769
81693,tt0110478,7.0,113758
83279,tt0112461,7.3,113753
86311,tt0116213,6.2,113665
214508,tt0384806,5.9,113614
246414,tt0460791,7.8,113445
636429,tt1389072,5.8,113419
214582,tt0385004,7.5,113383
976406,tt3748172,6.5,113376
678425,tt1486185,5.4,113345
223826,tt0405296,7.0,113291
835750,tt2139881,6.8,113152
139426,tt0218967,6.8,113080
236893,tt0436697,7.3,113045
515116,tt1131729,7.3,112967
42481,tt0064665,7.8,112950
4270,tt0015864,8.1,112925
85665,tt0115433,5.7,112906
792810,tt1921064,5.5,112765
846260,tt2191671,7.9,112751
248143,tt0465580,6.1,112685
60929,tt0085995,7.3,112668
879652,tt2381991,6.1,112500
231987,tt0425123,6.7,112416
223380,tt0404203,7.5,112380
206980,tt0368008,6.6,112322
505891,tt1114740,5.2,112265
737175,tt1656190,6.5,112255
784038,tt1865718,8.9,112245
747490,tt1702439,6.6,112205
103168,tt0146675,5.8,112192
854860,tt2234222,8.3,112184
171102,tt0286499,6.7,112182
426593,tt0929632,7.3,112171
237801,tt0439100,7.9,112169
894790,tt2531336,7.5,112049
897447,tt2567026,6.2,112013
42139,tt0064276,7.3,111810
883173,tt2400463,6.6,111805
45814,tt0068473,7.7,111783
70629,tt0097239,7.3,111777
206952,tt0367959,6.1,111706
240487,tt0445922,7.3,111632
1204576,tt7979580,7.6,111608
866452,tt2304933,5.2,111567
114657,tt0168629,7.9,111554
40600,tt0062512,6.8,111543
195479,tt0340163,6.5,111494
47470,tt0070379,7.2,111478
169200,tt0283111,6.4,111469
76918,tt0104694,7.3,111440
510570,tt11233960,7.1,111425
983025,tt3846674,7.0,110998
663190,tt1450321,7.0,110991
149814,tt0243133,7.5,110924
848239,tt2199571,6.6,110815
52973,tt0076752,7.0,110757
57523,tt0082010,7.5,110718
72884,tt0099871,7.4,110694
478454,tt1063669,7.6,110684
205874,tt0365830,6.8,110651
448013,tt1007029,6.4,110612
621433,tt13560574,6.6,110611
74715,tt0102059,6.7,110599
65743,tt0091605,7.7,110503
906086,tt2671706,7.2,110483
742733,tt1682180,6.8,110473
520924,tt1142977,6.9,110466
803750,tt1981128,5.3,110397
90153,tt0120889,6.9,110270
486421,tt1078940,5.5,110267
373705,tt0758746,5.5,110257
123529,tt0186151,7.4,110186
607134,tt1327194,6.4,110107
217230,tt0390521,7.2,110078
132075,tt0203259,8.1,109963
194724,tt0338337,6.3,109947
845573,tt2188671,8.1,109742
1179010,tt7401588,7.3,109741
47425,tt0070328,6.7,109723
147017,tt0236493,6.1,109722
24767,tt0044081,7.9,109703
1005447,tt4230076,7.2,109699
974402,tt3717490,5.9,109695
419511,tt0901476,5.4,109574
57143,tt0081573,6.8,109264
410964,tt0870111,7.7,109255
198768,tt0348914,8.6,109170
842992,tt2178784,9.9,109123
384065,tt0790686,6.1,109114
190814,tt0327850,6.6,109109
710870,tt1567609,6.9,109084
543465,tt1188996,7.9,109021
687813,tt1509767,5.7,109006
59915,tt0084805,7.4,109004
483540,tt1073498,2.8,108968
30574,tt0050986,8.1,108865
495920,tt10970552,7.4,108795
1096996,tt5813916,8.2,108777
70383,tt0096969,7.2,108740
657791,tt1438176,6.4,108713
655824,tt1433108,6.4,108680
209645,tt0373926,6.4,108526
521924,tt1144884,5.1,108486
232876,tt0426931,7.4,108454
44494,tt0066995,6.5,108417
217163,tt0390384,6.8,108411
62543,tt0087884,8.1,108379
1233223,tt8721424,7.5,108366
86708,tt0116705,5.7,108355
222226,tt0401383,8.0,108349
88728,tt0119164,7.2,108276
586823,tt12844910,6.8,108230
380996,tt0780653,5.8,108118
64853,tt0090555,6.6,108117
178115,tt0300471,6.2,108112
460238,tt10298810,6.1,108089
89589,tt0120184,6.1,108086
76625,tt0104348,7.7,108069
166069,tt0277371,5.7,108059
473182,tt1053424,6.3,108038
232971,tt0427152,5.9,108038
675577,tt1478964,6.6,108020
1037163,tt4777008,6.6,107946
864817,tt2294189,8.1,107903
90139,tt0120873,6.5,107886
71660,tt0098439,6.4,107883
60962,tt0086034,6.5,107827
416580,tt0889573,6.1,107771
59183,tt0083929,7.1,107749
706722,tt1553656,6.5,107668
251669,tt0475276,7.6,107615
69584,tt0096061,6.9,107590
247180,tt0462504,7.3,107557
48742,tt0071807,6.7,107532
123163,tt0185431,5.3,107521
109756,tt0159273,6.4,107423
218216,tt0393109,7.2,107416
1257484,tt9335498,8.7,107360
224218,tt0406375,6.2,107308
445497,tt10016180,6.3,107297
610149,tt1333125,4.3,107292
896088,tt2548396,5.5,107171
587288,tt12851524,8.1,107159
71352,tt0098084,6.5,107131
938279,tt3195644,6.1,107108
810713,tt2017109,8.4,107107
1181330,tt7462410,7.1,107084
152093,tt0247745,7.0,107073
70832,tt0097493,7.2,106962
90161,tt0120902,7.0,106930
1125713,tt6277462,5.6,106857
409553,tt0865556,6.5,106841
43135,tt0065421,7.1,106784
88310,tt0118689,6.5,106760
386986,tt0799949,2.4,106753
71052,tt0097742,6.6,106704
465015,tt1038686,5.2,106698
144124,tt0230030,6.1,106688
635305,tt1386932,7.5,106627
403977,tt0848537,6.6,106624
83811,tt0113101,6.7,106590
60762,tt0085794,7.8,106573
78496,tt0106611,7.0,106515
878355,tt2375692,8.2,106480
225370,tt0409182,5.7,106477
88251,tt0118615,4.8,106453
72741,tt0099700,6.4,106429
1028607,tt4635282,7.8,106408
639956,tt1397514,5.7,106393
556759,tt1216492,6.4,106367
81802,tt0110622,6.5,106311
85252,tt0114924,6.8,106264
767059,tt1791528,6.6,106234
68549,tt0094862,6.6,106218
47175,tt0070034,7.6,106198
78999,tt0107206,7.2,106148
215095,tt0386117,6.7,106060
1022921,tt4532368,6.8,106044
193485,tt0335245,6.2,106007
210545,tt0376136,6.1,106000
75800,tt0103359,9.0,105942
174432,tt0292963,7.3,105912
805065,tt1985966,6.3,105870
699114,tt1536044,5.7,105869
31698,tt0052311,8.0,105862
25276,tt0044706,8.0,105698
225497,tt0409591,8.4,105651
9651,tt0025316,8.1,105619
66421,tt0092400,8.1,105597
74885,tt0102266,7.0,105527
408525,tt0861739,8.0,105475
726046,tt1618442,5.9,105443
1201416,tt7909970,8.4,105426
1031471,tt4686844,7.2,105159
67282,tt0093389,7.7,105157
1025288,tt4572514,7.3,105035
489514,tt10857164,6.2,104992
841595,tt2170593,7.2,104984
712175,tt1571222,6.4,104967
82531,tt0111495,8.1,104840
136943,tt0213847,7.4,104809
950902,tt3381008,6.2,104801
246130,tt0460091,7.8,104799
196625,tt0343737,6.7,104696
891763,tt2494362,7.1,104666
1018858,tt4465564,4.6,104634
1169923,tt7203552,8.3,104617
232856,tt0426883,6.9,104578
768563,tt1800246,6.1,104569
727195,tt1623288,7.0,104558
1086426,tt5638642,6.3,104516
853068,tt2224026,6.6,104437
55894,tt0080120,7.5,104402
967860,tt3622592,6.2,104383
196052,tt0342258,7.0,104358
135099,tt0209958,6.4,104338
373720,tt0758766,6.5,104326
825189,tt2098220,9.0,104291
79963,tt0108394,7.9,104218
966796,tt3606752,6.7,104107
254055,tt0480242,6.8,104103
70609,tt0097216,7.9,104041
226450,tt0412019,7.2,103998
198896,tt0349205,5.9,103989
1040556,tt4849438,8.2,103973
459176,tt1027718,6.2,103893
904305,tt2649356,8.1,103778
215109,tt0386140,5.9,103660
254063,tt0480255,6.2,103566
43814,tt0066206,7.9,103517
725094,tt1614989,7.5,103486
1254348,tt9243804,6.6,103469
997041,tt4094724,6.0,103468
238987,tt0441909,7.6,103403
35111,tt0056193,7.5,103367
467813,tt1043813,7.6,103303
57866,tt0082398,6.7,103276
55435,tt0079574,6.2,103105
984239,tt3866850,9.8,103060
756446,tt1740299,7.9,103038
252624,tt0477302,6.9,102995
456774,tt1023111,6.5,102956
737444,tt1657507,6.4,102932
726985,tt1622547,6.1,102873
220036,tt0396555,6.8,102848
172089,tt0288477,5.5,102837
243239,tt0452702,6.2,102763
69234,tt0095647,7.8,102729
846654,tt2193215,5.4,102642
538728,tt1179056,5.2,102638
563926,tt1232200,5.5,102620
750498,tt1714915,7.2,102592
61425,tt0086567,7.1,102589
177401,tt0298814,5.5,102586
704783,tt1548850,8.2,102580
20500,tt0038787,7.9,102525
679641,tt1489428,8.6,102386
88483,tt0118883,6.7,102318
778445,tt1839492,7.2,102313
741405,tt1675192,7.3,102296
194502,tt0337921,6.5,102272
186799,tt0318462,7.7,102265
924966,tt2980592,6.7,102158
90164,tt0120907,6.8,102151
1077928,tt5503686,6.3,102141
567661,tt1240982,5.5,102080
80834,tt0109444,6.9,102045
534897,tt1172049,7.0,102011
1242006,tt8962124,6.9,101991
417259,tt0892318,6.5,101968
765238,tt1781769,6.6,101915
219556,tt0395584,6.7,101907
781466,tt1853739,6.6,101863
722260,tt1602620,7.9,101763
1031230,tt4682786,6.7,101728
78169,tt0106220,6.8,101721
77502,tt0105417,6.5,101545
837923,tt2149175,8.4,101528
855852,tt2241351,6.5,101493
152492,tt0248667,6.7,101430
1034509,tt4731136,6.4,101420
91227,tt0122718,6.2,101247
886497,tt2431286,7.6,101139
133497,tt0206512,8.2,101053
1022820,tt4530422,6.6,100968
223454,tt0404390,7.3,100929
907236,tt2699128,8.3,100910
94154,tt0127536,7.4,100893
552227,tt1206885,6.1,100893
92289,tt0124315,7.4,100877
1062538,tt5232792,7.3,100871
243202,tt0452637,5.5,100843
88099,tt0118421,8.7,100775
835846,tt2140379,6.5,100676
245483,tt0458290,8.4,100660
67317,tt0093428,6.7,100627
674733,tt1477076,5.5,100572
684582,tt1502404,5.4,100549
85931,tt0115759,6.1,100476
783180,tt1860353,6.4,100369
1120230,tt6189022,6.4,100311
36336,tt0057546,7.1,100274
1194510,tt7752126,6.1,100274
111678,tt0163187,5.6,100204
392921,tt0816462,5.1,100151
704135,tt15474916,6.6,100127
1111429,tt6048922,7.0,99981
198546,tt0348333,6.7,99826
64596,tt0090264,6.3,99764
63437,tt0088930,7.2,99759
546734,tt1195478,6.2,99754
639456,tt1396218,6.0,99739
779614,tt1845307,6.6,99700
71757,tt0098554,7.1,99632
468910,tt1045778,4.9,99624
874530,tt2357129,6.0,99542
1004743,tt4218572,6.8,99514
186889,tt0318649,6.0,99492
483276,tt10731256,6.2,99477
565136,tt1235166,7.8,99466
529521,tt1161864,6.0,99456
413907,tt0879870,5.8,99370
116087,tt0171804,7.5,99323
719758,tt1592525,6.0,99317
3506,tt0013442,7.9,99286
258694,tt0491738,8.4,99215
184464,tt0313542,7.1,99212
99326,tt0138749,6.9,99141
76230,tt0103873,7.5,98930
389805,tt0808279,6.5,98923
77709,tt0105665,7.2,98867
658913,tt1440728,6.3,98838
221891,tt0400717,6.1,98829
235542,tt0433383,7.4,98816
99177,tt0138524,6.3,98815
93812,tt0126886,7.3,98726
83575,tt0112817,7.5,98691
86248,tt0116136,6.4,98659
453679,tt1017460,5.8,98658
61785,tt0086979,7.6,98607
132843,tt0204946,6.1,98583
631656,tt1379182,7.2,98556
117426,tt0174856,7.6,98546
88586,tt0118998,5.4,98462
123013,tt0185125,7.8,98370
15245,tt0032455,7.7,98329
88487,tt0118887,7.0,98149
110609,tt0160862,5.9,98052
1156884,tt6911608,6.6,97991
229286,tt0418819,6.2,97919
917627,tt2870612,6.2,97877
802039,tt1974419,6.1,97823
228115,tt0416236,6.5,97773
1186175,tt7569592,7.4,97757
205804,tt0365686,6.3,97732
596870,tt1305826,8.6,97725
799060,tt1954470,8.2,97725
179118,tt0302640,5.5,97660
1183744,tt7520794,7.8,97611
210995,tt0377109,5.4,97601
64653,tt0090329,7.4,97583
258102,tt0490204,7.4,97581
1136655,tt6470478,8.1,97425
1059416,tt5189670,8.6,97385
459873,tt1029234,7.0,97347
930257,tt3072482,6.7,97320
86101,tt0115963,6.4,97278
1225480,tt8503618,8.4,97246
1274736,tt9906260,9.9,97233
188794,tt0322802,6.6,97091
222254,tt0401445,6.9,97032
468903,tt1045772,6.6,97017
37075,tt0058385,7.8,97006
243616,tt0453562,7.5,96977
705098,tt1549572,6.9,96908
435088,tt0960731,6.0,96888
1005112,tt4225622,6.3,96847
83576,tt0112818,7.5,96843
966745,tt3605418,4.9,96835
435755,tt0963178,6.5,96756
33221,tt0054047,7.7,96710
205510,tt0364970,5.5,96650
947168,tt3322364,7.1,96631
87194,tt0117318,7.3,96629
62655,tt0088011,6.9,96591
646458,tt1412386,7.2,96583
77000,tt0104797,7.7,96427
84690,tt0114214,6.5,96426
739379,tt1666801,6.4,96425
764687,tt1778304,5.8,96413
53003,tt0076786,7.3,96402
244397,tt0455760,6.1,96386
890775,tt2481498,6.7,96286
556755,tt1216487,7.1,96233
1031968,tt4695012,6.2,96211
219618,tt0395699,5.6,96191
73616,tt0100758,6.7,96144
929711,tt3063516,6.5,96102
1200381,tt7886848,1.1,96097
913205,tt2788432,8.4,96091
