,tconst,averageRating,numVotes
875294,tt2361509,7.1,255995
1204420,tt7975244,6.7,255946
492630,tt1092026,6.9,255942
773334,tt1823672,6.8,255604
905190,tt2661044,7.6,255559
461833,tt1032755,7.2,255556
993798,tt4046784,6.3,255525
252960,tt0478087,6.8,255400
803296,tt1979376,7.7,255197
721945,tt1601913,6.8,255162
116245,tt0172156,6.6,254705
748623,tt1706593,7.0,254291
219858,tt0396171,7.5,254214
202557,tt0358273,7.8,254062
205372,tt0364725,6.7,254028
488564,tt10838180,5.7,253860
241452,tt0448134,7.2,253690
879634,tt2381941,6.6,253290
57604,tt0082096,8.4,253218
910304,tt2741602,8.0,253098
182579,tt0309698,7.3,252710
253886,tt0479884,6.9,252707
599931,tt1312171,7.9,252557
781833,tt1855199,7.6,252533
1109931,tt6027920,4.0,252191
740859,tt1673434,5.5,251976
88227,tt0118583,6.2,250980
385717,tt0795421,6.5,250948
658535,tt1440129,5.8,250264
1149815,tt6763664,8.6,250115
1176316,tt7335184,7.7,249574
487031,tt1080016,6.9,249359
606184,tt1325004,5.0,249281
395793,tt0825232,7.4,248856
905181,tt2660888,7.0,248837
438721,tt0976051,7.6,248733
1115174,tt6105098,6.8,248695
709869,tt1564367,6.4,248683
149826,tt0243155,6.8,248283
402734,tt0844441,7.9,248282
441259,tt0985699,7.1,247826
1152650,tt6823368,6.6,247755
930648,tt3079380,7.0,247723
89984,tt0120660,7.3,247652
941091,tt3235888,6.8,247504
776436,tt1832382,8.3,247245
35942,tt0057115,8.2,247090
718126,tt1586680,8.6,247077
376320,tt0765443,7.6,246879
89132,tt0119643,7.2,246562
554700,tt1211956,6.7,246336
568856,tt1243957,6.0,246296
25649,tt0045152,8.3,245595
153606,tt0251127,6.4,245510
79494,tt0107818,7.7,245313
11688,tt0027977,8.5,245084
439496,tt0978764,6.0,244941
554983,tt1212450,7.2,244758
659711,tt1442449,8.5,244692
508591,tt1119644,8.4,244555
56377,tt0080678,8.2,244301
88284,tt0118655,7.0,244212
62471,tt0087800,7.4,244163
56077,tt0080339,7.7,243912
462349,tt1033575,7.3,243842
539097,tt1179904,6.3,243718
606179,tt1324999,4.9,243666
754361,tt1731141,6.6,243581
391879,tt0813715,7.5,243499
1192881,tt7713068,6.0,243069
737121,tt1655442,7.9,243039
97399,tt0134847,7.1,242984
151079,tt0245712,8.1,242844
864708,tt2293640,6.4,242710
112084,tt0163978,6.6,242450
418846,tt0898367,7.2,242401
1098290,tt5834204,8.4,242399
388551,tt0804503,8.7,242368
157294,tt0259324,5.2,242264
768316,tt1798684,7.3,242029
221229,tt0399146,7.4,241996
248021,tt0465234,6.5,241925
853988,tt2229499,6.5,241647
832523,tt2126355,6.1,241643
543697,tt1189340,7.3,241630
31965,tt0052618,8.1,241602
919859,tt2908446,6.2,241598
227545,tt0414993,7.2,241479
102012,tt0144117,7.7,241315
104492,tt0149460,8.5,241181
122099,tt0183505,6.6,240851
80076,tt0108550,7.7,240659
1088839,tt5675620,8.5,240517
669538,tt1464540,6.1,240080
921741,tt2935510,6.5,239963
38246,tt0059742,8.1,239472
185526,tt0315733,7.6,239362
975956,tt3741834,8.0,239329
907579,tt2704998,6.9,239003
81811,tt0110632,7.2,238677
256757,tt0486822,6.8,238256
940634,tt3228774,7.3,237990
402754,tt0844471,6.9,237924
235136,tt0432283,7.9,237391
66857,tt0092890,7.0,237263
102746,tt0145660,6.6,237252
241406,tt0448011,6.2,237121
554128,tt1210819,6.4,237051
256394,tt0485947,7.8,236292
1218640,tt8332922,7.2,236226
190721,tt0327597,7.7,235965
88828,tt0119282,7.3,235866
1028374,tt4630562,6.6,235554
1073944,tt5442430,6.6,235296
179214,tt0302886,7.0,235075
898805,tt2582782,7.6,234948
247177,tt0462499,7.0,234928
523573,tt1148204,7.0,234803
91890,tt0123755,7.2,234619
589362,tt1289401,6.8,234533
799750,tt1959563,6.9,234520
651933,tt1424381,6.4,234509
457014,tt10234724,7.3,234418
1040376,tt4846340,7.8,234275
718652,tt1588173,6.8,234232
193525,tt0335345,7.2,233924
59231,tt0083987,8.0,233875
440602,tt0983193,7.3,233813
234555,tt0430922,6.8,233659
214397,tt0384537,6.5,233659
645945,tt1411238,6.2,233445
177780,tt0299658,7.2,232986
1214490,tt8228288,7.0,232683
87353,tt0117509,6.7,232627
976490,tt3749900,7.8,232360
472404,tt1051906,7.1,232053
253932,tt0479952,6.6,232024
657196,tt1436562,6.9,232024
176262,tt0296572,6.6,231868
850784,tt2209764,6.2,231518
86940,tt0116996,6.4,231258
373726,tt0758774,7.0,231228
564950,tt1234721,6.2,231191
229899,tt0420223,7.6,230878
62104,tt0087363,7.3,230749
90125,tt0120855,7.3,230552
1003407,tt4196776,6.6,230479
1054622,tt5109784,6.6,230478
86531,tt0116483,7.0,230253
79968,tt0108399,7.9,229887
225059,tt0408306,7.5,229797
209423,tt0373469,7.5,229558
78141,tt0106179,8.6,229427
236415,tt0435625,7.2,229339
62252,tt0087538,7.3,229332
250925,tt0472954,8.8,229271
869293,tt2321549,6.8,229122
1165353,tt7097896,5.9,228827
774552,tt1826940,7.8,228287
237008,tt0436992,8.6,228221
160308,tt0265208,6.7,227685
923008,tt2953050,7.2,227400
844502,tt2184339,5.7,227306
735740,tt1649419,7.5,227278
98945,tt0138097,7.1,227169
779261,tt1843230,7.7,226990
87483,tt0117665,7.5,226768
1090084,tt5700672,7.6,226599
15325,tt0032553,8.4,226201
496779,tt10986410,8.8,226077
558716,tt1220719,8.0,225897
721428,tt1599348,6.7,225687
68435,tt0094737,7.3,225376
80835,tt0109445,7.7,225360
1253124,tt9208876,7.2,225277
808464,tt2005151,7.1,225166
871353,tt2334879,6.3,225122
71816,tt0098635,7.7,225090
1037594,tt4786824,8.6,224992
183246,tt0311113,7.4,224903
87250,tt0117381,7.7,224765
510852,tt1124035,7.1,224596
161039,tt0266915,6.6,224467
23899,tt0043014,8.4,224287
210094,tt0374900,6.9,224037
225623,tt0409847,6.0,223764
83477,tt0112697,6.9,223692
1057916,tt5164214,6.3,223677
423075,tt0914798,7.7,223673
153297,tt0250494,6.4,223560
210713,tt0376541,7.2,223377
233307,tt0427944,7.5,223316
29894,tt0050212,8.2,223187
1204844,tt7984734,7.4,222585
124516,tt0187738,6.7,222400
171827,tt0287978,5.3,222266
520930,tt1142988,6.4,221959
96609,tt0133152,5.7,221914
963156,tt3553976,7.8,221884
151479,tt0246460,6.1,221769
76231,tt0103874,7.4,221768
83138,tt0112281,6.4,221529
1082802,tt5580036,7.5,221514
101139,tt0142342,6.4,221487
78420,tt0106519,7.9,221322
72702,tt0099653,7.1,221240
908709,tt2719848,7.1,221087
231955,tt0425061,6.5,220692
89980,tt0120655,7.3,220518
228151,tt0416320,7.6,220450
37142,tt0058461,7.9,220316
801720,tt1972591,6.7,220293
803587,tt1980209,6.4,220283
41472,tt0063522,8.0,220276
194726,tt0338348,6.6,219432
253564,tt0479143,7.1,219378
918326,tt2883512,7.3,219169
180415,tt0305224,6.2,218856
135595,tt0210945,7.8,218804
876125,tt2364582,7.5,218689
254612,tt0481499,7.2,218564
1109928,tt6027912,7.5,218502
515756,tt1132620,7.8,218347
193015,tt0333766,7.4,218287
41991,tt0064115,8.0,218265
558235,tt1219827,6.3,217982
94785,tt0128853,6.7,217733
1135184,tt6443346,6.4,217701
604633,tt1321870,6.7,217482
625977,tt1365519,6.3,217013
722893,tt1605630,6.7,216864
874624,tt2357547,7.9,216739
669409,tt1464335,6.3,216434
1151871,tt6806448,6.5,216379
73113,tt0100157,7.8,216356
434637,tt0959337,7.3,216104
97034,tt0134119,7.4,215629
220731,tt0397892,6.8,214916
884037,tt2404435,6.8,214911
505387,tt11138512,7.1,214725
136280,tt0212346,6.3,214711
731555,tt1636826,6.6,214651
581382,tt1272878,6.7,214520
903069,tt2637276,6.3,214488
504593,tt11126994,9.0,214423
261421,tt0499448,6.5,214204
485654,tt1077258,7.1,213919
1008409,tt4283088,9.9,213895
59163,tt0083907,7.4,213885
55645,tt0079817,7.3,213796
168257,tt0281358,7.3,213602
175518,tt0295178,6.2,213262
1050063,tt5034838,6.3,213088
590001,tt1291150,5.8,212916
739662,tt1667889,6.5,212648
234691,tt0431308,7.0,212351
201686,tt0356150,6.6,212330
195128,tt0339291,6.8,212174
596841,tt1305806,8.2,211945
103018,tt0146316,5.7,211753
68582,tt0094898,7.1,211698
243181,tt0452608,6.4,211473
385622,tt0795176,9.4,211280
133856,tt0207201,6.4,211046
70779,tt0097428,6.6,211024
944431,tt3281548,7.8,210895
55376,tt0079501,6.8,210409
469105,tt1046173,5.7,210346
121214,tt0181865,7.6,209708
723148,tt1606375,8.7,209663
417444,tt0892791,6.3,209632
727175,tt1623205,6.3,209625
432004,tt0949731,5.0,209468
723150,tt1606378,5.2,209466
64305,tt0089927,6.8,209408
526225,tt1155056,7.0,209211
653883,tt1428538,6.1,209141
191149,tt0328828,6.3,209071
1270829,tt9777666,6.5,208856
257262,tt0488120,7.2,208693
90169,tt0120917,7.4,208273
246760,tt0461770,7.1,207982
182071,tt0308644,7.7,207889
373709,tt0758752,6.7,207405
1241118,tt8936646,6.7,207315
789979,tt1899353,7.6,207220
854847,tt2234155,6.3,207070
512650,tt1127180,6.6,206972
109626,tt0158983,7.7,206948
1270345,tt9764362,7.2,206935
889337,tt2463208,6.7,206555
216180,tt0388482,6.3,206024
45377,tt0067992,7.8,205725
586956,tt1284575,5.6,205544
871351,tt2334873,7.3,205486
908001,tt2709768,6.5,205402
735739,tt1649418,6.5,205384
640341,tt1398426,7.8,205383
1024281,tt4555426,7.4,205381
254530,tt0481369,6.4,205160
52206,tt0075860,7.6,205069
434854,tt0960144,5.6,204986
438431,tt0974661,6.4,204975
69917,tt0096438,7.7,204663
76140,tt0103772,7.0,204369
614005,tt1340800,7.0,204352
72835,tt0099810,7.5,204166
1053037,tt5083738,7.5,203968
687784,tt15097216,8.8,203788
987648,tt3920596,8.5,203544
208027,tt0370263,5.6,203382
400568,tt0838221,7.2,203229
56175,tt0080455,7.9,203177
101553,tt0143145,6.4,203170
771674,tt1815862,4.8,203150
63361,tt0088846,7.9,203050
94905,tt0129167,8.1,202790
65024,tt0090756,7.7,202726
71237,tt0097958,7.5,202724
12943,tt0029583,7.6,202691
222435,tt0401855,6.7,202557
88526,tt0118929,7.6,202445
242958,tt0452046,8.1,202379
186880,tt0318627,6.1,202225
128372,tt0195685,7.4,201911
926925,tt3011894,8.1,201321
824648,tt2094766,5.6,201229
443134,tt0993842,6.8,201024
208641,tt0371724,6.7,200981
95573,tt0130827,7.7,200844
486409,tt1078912,6.0,200676
87513,tt0117705,6.5,200605
72089,tt0098936,8.8,200441
204250,tt0362270,7.2,200295
509363,tt1120985,7.3,200183
503848,tt1111422,6.4,199917
252524,tt0477080,6.8,199902
88216,tt0118571,6.5,199707
205101,tt0363988,6.5,199694
30430,tt0050825,8.4,199686
74277,tt0101540,7.3,199645
87766,tt0117998,6.4,199600
85231,tt0114898,6.2,199278
441257,tt0985694,6.6,199201
666550,tt1458175,7.3,199143
451426,tt1013743,6.3,198975
206208,tt0366551,7.0,198849
397119,tt0829150,6.2,198697
752719,tt1723811,7.2,198381
1224135,tt8466564,7.1,198256
235019,tt0432021,6.2,198166
868296,tt2316411,6.9,197974
747136,tt1700841,6.1,197938
542352,tt11866324,7.2,197605
1198641,tt7846844,6.6,197534
75334,tt0102798,6.9,197442
1084582,tt5606664,7.3,197160
89733,tt0120347,6.5,197086
257731,tt0489270,6.2,196931
194267,tt0337563,6.2,196902
884261,tt2406566,6.7,196839
723157,tt1606389,6.8,196711
495219,tt10954984,6.9,196542
90002,tt0120685,5.4,195799
1124476,tt6257970,8.0,195697
89962,tt0120630,7.1,195621
441417,tt0986264,8.3,195564
887840,tt2446042,6.0,195428
679732,tt1489889,6.3,195324
556745,tt1216475,6.2,195182
161536,tt0268126,7.7,195107
59744,tt0084602,6.8,195035
165285,tt0275847,7.3,194821
99538,tt0139134,6.8,194801
410975,tt0870154,6.6,194649
1109930,tt6027916,6.0,194580
67820,tt0094012,7.1,194186
149041,tt0241303,7.3,194142
82364,tt0111282,7.0,194058
210152,tt0375063,7.5,194048
1052366,tt5074352,8.3,193908
785277,tt1872194,7.4,193707
78704,tt0106856,7.6,193220
872844,tt2345759,5.4,193203
36861,tt0058150,7.7,193156
229253,tt0418763,7.0,193081
116359,tt0172493,7.3,192896
86308,tt0116209,7.4,192645
1235145,tt8772296,8.4,192554
35718,tt0056869,7.6,192285
1078987,tt5519340,6.3,192151
896783,tt2557490,6.1,191792
439694,tt0979432,8.6,191732
392166,tt0814255,5.8,191658
50860,tt0074285,7.4,191506
816470,tt2053463,7.1,191479
555487,tt1213641,7.3,191230
735078,tt1646987,5.7,190991
214921,tt0385752,6.1,190939
84635,tt0114148,6.7,190807
1141242,tt6565702,5.7,190563
871795,tt2338151,8.1,190353
122262,tt0183790,6.9,190320
90131,tt0120863,7.6,190250
671607,tt1469304,5.5,190038
725951,tt1617661,5.3,190035
199895,tt0352248,8.0,190032
968387,tt3631112,6.5,190001
372847,tt0756683,7.9,189877
150335,tt0244244,6.5,189779
68341,tt0094625,8.0,189653
206206,tt0366548,6.4,189421
917782,tt2873282,6.6,189404
110232,tt0160127,5.6,189355
1170859,tt7221388,8.5,189260
961835,tt3532216,7.1,189143
476695,tt1059786,6.6,189112
390817,tt0810819,7.1,189088
1138064,tt6499752,7.5,188982
865817,tt2301451,10.0,188936
200651,tt0353969,8.1,188919
720673,tt1596350,6.3,188741
83604,tt0112851,7.1,188652
526231,tt1155076,6.2,188606
244321,tt0455590,7.6,188564
170482,tt0285331,8.4,188496
61767,tt0086960,7.3,188399
227718,tt0415306,6.6,188209
94562,tt0128445,7.6,187999
90047,tt0120746,6.8,187991
89504,tt0120082,6.3,187807
547442,tt1196946,8.1,187587
30564,tt0050976,8.1,187576
80889,tt0109506,7.5,187495
953383,tt3416742,7.6,187151
78552,tt0106677,7.6,187064
964189,tt3569230,6.9,186885
75237,tt0102685,7.2,186880
65288,tt0091064,7.6,186853
7082,tt0021749,8.5,186663
181504,tt0307453,6.0,186542
40048,tt0061852,7.6,186460
679348,tt1488555,6.3,186379
91209,tt0122690,7.2,186375
452828,tt10160804,7.5,186304
975945,tt3741700,6.0,186254
163393,tt0272152,7.4,186214
247074,tt0462322,7.5,186177
165770,tt0276751,7.1,186145
720680,tt1596365,6.4,186116
1021779,tt4513678,7.1,186026
101301,tt0142688,6.7,185739
695398,tt1527186,7.1,185676
737120,tt1655441,7.2,185526
160774,tt0266308,7.6,185522
210461,tt0375912,7.3,185454
871230,tt2333784,6.1,185268
583620,tt1277953,6.8,185212
562603,tt1229340,6.3,184628
855571,tt2239822,6.4,184549
800385,tt1964418,6.4,184529
239702,tt0443680,7.5,184503
88654,tt0119081,6.6,184403
32823,tt0053604,8.3,184088
465191,tt1038988,7.4,184043
811858,tt2023587,6.2,183841
621318,tt1355683,6.9,183743
130718,tt0200465,7.2,183664
708820,tt1560220,6.7,183621
669913,tt1465522,7.5,183402
58117,tt0082694,7.6,183390
220830,tt0398165,6.4,183062
33787,tt0054698,7.6,183042
717079,tt1583421,5.7,183030
242302,tt0450278,5.9,183016
177910,tt0299977,7.9,182973
420228,tt0904208,8.3,182768
41404,tt0063442,8.0,182587
103228,tt0146882,7.4,182516
502038,tt11083552,7.1,182343
729132,tt1628841,5.2,181742
557208,tt1217613,5.7,181667
175840,tt0295701,5.8,181595
795123,tt1935179,7.4,181481
78243,tt0106308,7.4,181471
89975,tt0120647,6.2,181150
70204,tt0096754,7.5,181088
1135654,tt6450804,6.2,180934
1209671,tt8106534,6.1,180707
99293,tt0138704,7.3,180560
574068,tt1255953,8.3,180551
202860,tt0359013,5.8,180533
181721,tt0307901,7.6,180489
561085,tt1226229,6.3,180468
78570,tt0106697,6.7,180400
482168,tt1070874,7.7,180181
738234,tt1661199,6.9,180002
216864,tt0389722,6.6,179979
661317,tt1446192,7.2,179749
79766,tt0108160,6.8,179627
39761,tt0061512,8.1,179359
424084,tt0918940,6.2,179329
71045,tt0097733,7.2,179257
462370,tt1033643,6.1,179160
1040948,tt4857264,8.0,179100
439494,tt0978762,8.1,179074
448012,tt1007028,6.5,179055
929586,tt3062096,6.2,179021
253091,tt0478304,6.8,178933
778494,tt1839578,8.5,178741
190535,tt0327084,6.7,178407
818446,tt2066051,7.3,178291
27087,tt0046912,8.2,178286
490984,tt10888594,1.9,178242
183374,tt0311429,5.8,178201
81063,tt0109707,7.8,178200
459951,tt10293406,6.8,178082
563695,tt1231587,6.4,177989
112903,tt0165598,8.1,177934
1266050,tt9620292,7.5,177893
54362,tt0078346,7.4,177696
220498,tt0397442,7.5,177629
79000,tt0107207,8.1,177395
708926,tt1560747,7.1,177317
795447,tt1935859,6.7,177046
83928,tt0113247,8.1,176981
1037160,tt4776998,6.0,176802
1022210,tt4520988,6.8,176653
174635,tt0293429,6.0,176605
441416,tt0986263,6.3,176544
4783,tt0017136,8.3,176363
588916,tt1288558,6.5,176183
932251,tt3104988,6.9,175966
37025,tt0058331,7.8,175855
1004205,tt4209788,7.4,175847
445429,tt1001508,6.4,175798
841555,tt2170439,6.3,175759
443132,tt0993840,5.7,175165
884045,tt2404463,6.6,174697
451437,tt1013753,7.5,174635
1037326,tt4779682,5.6,174428
89593,tt0120188,7.1,174305
243992,tt0454841,6.4,174292
957080,tt3470600,7.1,174292
446070,tt10028196,5.5,174278
853614,tt2226417,6.5,173990
214484,tt0384766,8.7,173935
76915,tt0104691,7.7,173841
23044,tt0041959,8.1,173709
558683,tt1220634,5.8,173664
772859,tt1821694,6.6,173565
859305,tt2261227,7.9,173478
102758,tt0145681,6.7,173368
973521,tt3704428,7.4,173286
100118,tt0140352,7.8,173122
1264221,tt9561862,8.4,173083
69277,tt0095705,7.6,173030
876960,tt2369135,6.4,172855
1054352,tt5104604,7.8,172625
437434,tt0970416,5.5,172486
64260,tt0089880,6.5,172259
248111,tt0465494,6.2,172191
174705,tt0293564,6.2,172160
212525,tt0380510,6.6,171948
783182,tt1860357,7.1,171800
621301,tt1355642,9.1,171787
73312,tt0100403,6.3,171756
137501,tt0215129,6.5,171649
197746,tt0346491,5.6,171605
854370,tt2231461,6.1,171590
209042,tt0372588,7.2,171588
62257,tt0087544,8.0,171455
821231,tt2080374,7.2,171420
240496,tt0445934,6.3,171272
34281,tt0055254,7.3,171146
76931,tt0104714,6.7,171083
770504,tt1809398,7.2,171061
241643,tt0448694,6.6,170864
215548,tt0387199,8.5,170775
695721,tt1528100,6.0,170757
23793,tt0042876,8.2,170713
182523,tt0309593,6.2,170690
49514,tt0072684,8.1,170687
573243,tt1253864,6.0,170593
90045,tt0120744,6.5,170391
118924,tt0177971,6.5,170355
81561,tt0110322,7.5,170227
199059,tt0349683,6.3,170195
34874,tt0055928,7.2,170055
489513,tt10857160,5.2,169962
239329,tt0442933,6.3,169778
513915,tt1129442,6.0,169649
715227,tt1578873,7.4,169633
1032384,tt4701182,6.7,169440
684677,tt1502712,4.3,169423
645951,tt1411250,6.4,169227
66139,tt0092067,8.0,168989
74051,tt0101272,6.9,168758
1185476,tt7556122,6.6,168605
1207100,tt8041270,5.6,168517
85964,tt0115798,6.1,168269
248130,tt0465538,7.2,168084
398156,tt0832266,7.1,167865
163487,tt0272338,7.3,167865
66945,tt0092991,7.7,167860
59673,tt0084516,7.3,167830
89847,tt0120484,6.1,167794
224610,tt0407362,8.7,167557
895707,tt2543472,7.9,167180
584772,tt12801262,7.4,167067
441902,tt0988595,6.1,167046
215863,tt0387808,6.5,166850
1109929,tt6027914,5.5,166830
49148,tt0072271,7.4,166639
1101415,tt5884052,6.5,166467
118830,tt0177789,7.4,166240
1190112,tt7657124,8.4,166228
216889,tt0389790,6.1,166151
1190695,tt7668870,7.6,166113
519259,tt1139328,7.2,165897
417441,tt0892782,6.4,165805
90848,tt0122151,6.6,165625
428657,tt0938283,4.0,165582
21893,tt0040522,8.3,165577
459735,tt10288566,7.7,165148
1099231,tt5848272,7.0,165001
584602,tt1279935,6.3,164986
225240,tt0408790,6.3,164806
1046067,tt4955642,8.2,164754
156196,tt0257106,5.3,164735
1270525,tt9770150,7.3,164678
557861,tt1219024,8.1,164543
260989,tt0498380,7.9,164492
63451,tt0088944,6.7,164288
435953,tt0963966,6.1,164251
170763,tt0285823,6.3,164231
87690,tt0117913,7.5,164172
835844,tt2140373,7.5,164161
245609,tt0458481,6.5,164149
164361,tt0274166,6.2,163947
860341,tt2267968,7.1,163907
977565,tt3766354,6.7,163896
61955,tt0087182,6.3,163781
407672,tt0859163,5.2,163587
23331,tt0042332,7.3,163474
1089378,tt5687612,8.7,163467
684576,tt1502397,6.5,163461
1021372,tt4508902,8.7,163359
1262370,tt9484998,7.4,163174
250709,tt0472399,6.5,163062
668702,tt1462758,7.0,162914
90155,tt0120891,4.9,162697
492376,tt1091722,6.8,162676
246316,tt0460627,7.8,162667
244046,tt0454945,6.3,162650
191907,tt0330793,6.4,162645
947205,tt3322940,5.4,162571
611576,tt1335975,6.2,162556
231515,tt0424136,7.0,162519
951939,tt3393786,6.1,162248
398775,tt0834001,6.5,162189
926610,tt3006802,8.4,162057
952220,tt3398228,8.8,161868
475402,tt1057500,7.3,161755
442382,tt0990407,5.8,161728
1034407,tt4729430,8.2,161399
51439,tt0074958,8.1,161386
1002287,tt4178092,7.0,161295
945712,tt3300542,5.9,161272
452506,tt10155688,8.4,161186
1249304,tt9114286,7.0,161140
850653,tt2209418,7.9,161062
1118356,tt6155172,7.7,160991
86610,tt0116583,7.0,160858
221114,tt0398808,7.2,160777
49286,tt0072431,8.0,160754
236468,tt0435705,6.2,160709
394983,tt0822832,7.0,160597
16443,tt0033870,8.0,160490
77806,tt0105793,7.0,160399
916638,tt2848292,6.4,160098
60370,tt0085334,7.9,160052
969074,tt3640424,7.1,159994
7325,tt0022100,8.3,159979
1006181,tt4244994,7.4,159816
711471,tt1568911,7.2,159702
86950,tt0117008,7.0,159381
161067,tt0266987,7.0,159301
44498,tt0066999,7.7,159299
18856,tt0036775,8.3,159251
1090998,tt5715874,7.0,159184
74782,tt0102138,8.0,159162
803695,tt1980929,7.4,158866
458874,tt10272386,8.2,158809
75565,tt0103074,7.5,158534
579155,tt1267297,6.0,158271
1005720,tt4236770,8.7,158250
68053,tt0094291,7.3,158082
89999,tt0120681,6.7,158031
568216,tt1242460,7.5,157835
109665,tt0159097,7.2,157795
247746,tt0464141,7.4,157789
70859,tt0097523,6.4,157763
684585,tt1502407,6.5,157725
846274,tt2191701,5.3,157626
89930,tt0120587,6.5,157535
724120,tt1611224,5.9,157482
440034,tt0980970,6.3,157272
27416,tt0047296,8.1,157003
678445,tt1486217,8.6,156948
1196443,tt7798634,6.8,156786
158399,tt0261392,6.8,156785
940783,tt3230854,8.5,156575
67720,tt0093894,6.6,156503
91369,tt0122933,6.7,156399
681933,tt1496025,6.3,156367
814787,tt2042568,7.4,156348
1208647,tt8079248,6.8,156278
960961,tt3521126,7.3,156254
81172,tt0109831,7.1,156131
886515,tt2431438,8.2,156105
750250,tt1714206,7.1,155857
1190259,tt7660850,8.8,155824
709755,tt1563738,7.0,155780
61339,tt0086465,7.5,155641
50293,tt0073629,7.4,155608
543513,tt1189073,7.6,155528
626597,tt13668894,7.3,155436
998078,tt4116284,7.3,155229
950266,tt3371366,5.2,154974
1054604,tt5109280,7.3,154933
862183,tt2278871,7.7,154869
924546,tt2975578,6.4,154770
883361,tt2401256,8.5,154741
79127,tt0107362,6.4,154666
257093,tt0487831,8.5,154654
977912,tt3774114,7.3,154526
1008007,tt4276820,7.2,154429
251289,tt0473705,7.1,154384
1190136,tt7657566,6.3,154365
711210,tt1568338,6.6,154353
939044,tt3205802,8.1,154263
218234,tt0393162,7.3,154113
721568,tt1600196,7.0,154093
195628,tt0340855,7.3,154056
1126747,tt6294822,7.2,153746
94560,tt0128442,7.3,153624
543374,tt1188729,6.7,153391
214581,tt0385002,7.4,153323
90152,tt0120888,6.9,153270
416897,tt0890870,5.9,153195
1144193,tt6628394,7.1,153139
88314,tt0118694,8.1,153066
576900,tt1262416,6.2,153026
243234,tt0452694,7.1,152892
1167411,tt7146812,7.4,152821
1073797,tt5439796,7.0,152768
72940,tt0099938,6.2,152724
965152,tt3581920,9.2,152709
898121,tt2575988,8.5,152655
57690,tt0082198,6.9,152539
220541,tt0397535,7.3,152455
79933,tt0108358,7.8,152442
906986,tt2692904,7.1,152394
509916,tt1121931,6.1,152185
753390,tt1727388,7.4,152124
380953,tt0780571,7.3,152072
1162866,tt7040874,6.8,151929
225791,tt0410297,6.8,151737
710839,tt1567432,7.7,151731
1050992,tt5052474,7.0,151719
1008411,tt4283094,9.9,151707
32546,tt0053285,7.2,151694
248154,tt0465602,6.6,151634
992090,tt4016934,8.1,151612
1133453,tt6412452,7.3,151509
239434,tt0443274,6.6,151479
442188,tt0989757,6.3,151393
165920,tt0277027,7.6,151387
165866,tt0276919,8.0,150912
896498,tt2554274,6.5,150910
1154293,tt6856242,6.3,150838
473875,tt1054606,6.8,150767
202479,tt0358082,6.4,150724
109802,tt0159365,7.2,150694
1125102,tt6266538,7.2,150683
462717,tt1034303,7.1,150280
205448,tt0364845,7.8,150276
15618,tt0032910,7.5,150261
416587,tt0889583,5.9,150256
1024909,tt4566758,5.7,150189
152056,tt0247638,6.4,150160
607419,tt1327801,6.8,150063
180819,tt0306047,5.5,150013
199275,tt0350258,7.7,149953
759220,tt1751634,7.7,149726
226807,tt0413099,5.4,149654
213108,tt0381707,5.7,149639
193557,tt0335438,6.1,149534
642756,tt1403981,7.1,149520
1167325,tt7144666,6.9,149502
88883,tt0119345,5.8,149461
156182,tt0257076,6.0,149423
87984,tt0118276,8.3,149416
234159,tt0430105,6.8,149401
380925,tt0780521,7.1,149327
375103,tt0762107,5.9,149208
601059,tt1314655,6.3,149058
67598,tt0093748,7.6,148771
181764,tt0307987,7.1,147996
71114,tt0097814,7.8,147831
178536,tt0301357,7.7,147733
207690,tt0369441,6.2,147727
610689,tt1334260,7.1,147726
388925,tt0805564,7.3,147668
62916,tt0088323,7.3,147593
83317,tt0112508,6.3,147533
830486,tt2120120,5.6,147415
55305,tt0079417,7.8,147376
67326,tt0093437,7.2,147317
1194082,tt7740496,7.0,147289
89520,tt0120102,7.1,147090
251742,tt0475394,6.6,147085
1077163,tt5491994,9.5,147081
413007,tt0876563,7.6,147002
762053,tt1764234,6.2,146868
659250,tt1441395,6.3,146864
1067815,tt5308322,6.6,146734
97020,tt0134084,5.6,146721
1001893,tt4172430,7.3,146698
217483,tt0391198,5.9,146591
167832,tt0280590,5.8,146521
1081251,tt5555260,8.7,146477
250195,tt0471042,6.2,146364
1072675,tt5420376,6.6,146252
57815,tt0082340,7.1,146045
22072,tt0040746,7.9,145789
566921,tt12392504,9.3,145680
84175,tt0113568,7.9,145653
636475,tt1389137,7.1,145614
16958,tt0034492,7.3,145606
89213,tt0119738,6.3,145602
183102,tt0310793,8.0,145581
90064,tt0120768,7.3,145437
998516,tt4123432,6.2,145189
227540,tt0414982,5.8,145182
78393,tt0106489,7.8,145181
189423,tt0324216,6.2,145126
86885,tt0116922,7.6,145071
72200,tt0099077,7.8,144997
68818,tt0095159,7.5,144915
640982,tt1399683,7.1,144852
127382,tt0193676,8.8,144692
388548,tt0804497,7.1,144667
1020905,tt4500922,6.2,144662
24091,tt0043274,7.3,144587
781879,tt1855325,5.3,144586
454783,tt1019452,7.0,144508
78928,tt0107120,6.9,144501
166097,tt0277434,7.1,144432
497560,tt1100089,7.0,144324
1097005,tt5814060,5.3,144269
879454,tt2381111,7.5,144220
732018,tt1638002,7.1,144123
67036,tt0093105,7.3,144070
761185,tt1758830,6.2,143911
825747,tt2101441,5.3,143858
